,Airline,Source,Destination,Route,Additional_Info,Duration,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Price
2388,1,3,0,64,4,155,0,21,3,20,45,23,20,4435
2389,4,3,0,66,1,730,1,12,6,16,30,4,40,6224
2390,3,3,0,64,4,155,0,12,6,20,20,22,55,4804
2391,3,2,1,111,4,665,1,15,4,5,5,16,10,6171
2392,3,2,1,104,4,575,1,3,6,11,25,21,0,6093
2393,3,3,0,64,4,155,0,12,4,17,15,19,50,4174
2394,3,4,3,48,4,90,0,6,5,2,35,4,5,3342
2395,5,2,1,104,4,660,1,3,6,10,0,21,0,13587
2396,4,2,1,104,4,395,1,21,5,21,50,4,25,16079
2397,3,2,1,106,4,195,0,18,4,5,35,8,50,6015
2398,4,3,0,73,4,1570,1,24,5,17,0,19,10,13067
2399,5,2,1,104,4,460,1,15,5,4,55,12,35,9103
2400,4,3,0,73,4,1630,1,24,5,20,25,23,35,14151
2401,4,2,1,114,4,750,2,27,3,6,20,18,50,11538
2402,3,2,1,112,4,765,2,9,3,8,35,21,20,8146
2403,1,3,0,80,4,580,1,6,5,19,0,4,40,6117
2404,4,2,1,104,4,1570,1,3,3,2,15,4,25,17024
2405,4,0,5,5,0,1055,1,1,3,14,5,7,40,22270
2406,4,3,0,73,4,1480,1,9,6,20,25,21,5,12692
2407,8,3,0,73,4,790,1,12,6,7,10,20,20,8610
2408,5,2,1,111,4,920,1,24,6,7,10,22,30,6723
2409,8,0,2,18,4,155,0,12,5,17,0,19,35,4878
2410,4,0,5,5,4,665,1,6,3,20,35,7,40,16736
2411,4,3,0,66,1,1160,1,24,3,13,55,9,15,11134
2412,3,0,2,18,4,170,0,3,5,4,0,6,50,3943
2413,5,2,1,104,4,720,1,12,6,9,0,21,0,13587
2414,4,2,1,113,4,1380,2,6,3,5,25,4,25,16914
2415,7,4,3,48,3,90,0,18,5,22,45,0,15,1965
2416,5,2,1,104,4,480,1,9,5,13,0,21,0,8073
2417,3,0,2,18,4,170,0,3,6,13,0,15,50,3943
2418,3,3,0,80,4,290,1,12,5,15,15,20,5,5170
2419,2,0,2,18,4,170,0,15,5,11,40,14,30,3398
2420,0,3,0,64,4,155,0,18,4,10,20,12,55,4409
2421,4,0,2,18,4,180,0,21,6,17,45,20,45,8541
2422,3,0,5,18,4,170,0,21,3,4,0,6,50,4777
2423,7,3,0,64,4,140,0,18,3,22,20,0,40,3847
2424,4,3,0,66,1,1025,1,1,4,18,55,12,0,7064
2425,8,0,2,18,4,170,0,27,5,21,0,23,50,4668
2426,7,4,3,48,3,85,0,18,3,22,45,0,10,1965
2427,4,3,0,66,4,590,1,21,5,6,30,16,20,14781
2428,3,4,3,48,4,90,0,15,6,9,10,10,40,4049
2429,4,3,0,66,4,800,1,18,5,18,55,8,15,13584
2430,4,2,1,104,1,940,1,18,5,20,55,12,35,12373
2431,4,2,1,104,4,1620,1,27,5,16,0,19,0,16079
2432,4,0,2,18,4,180,0,24,5,8,20,11,20,7229
2433,4,0,5,5,4,1435,1,6,3,21,25,21,20,17471
2434,4,3,0,66,4,590,1,12,5,6,30,16,20,14781
2435,4,3,0,66,4,800,1,9,6,6,30,19,50,14571
2436,5,2,1,104,4,525,1,18,5,3,50,12,35,10197
2437,7,2,1,103,4,295,1,1,6,17,55,22,50,5975
2438,5,2,1,104,4,465,1,9,4,17,45,1,30,8535
2439,5,2,1,104,4,665,1,27,3,9,55,21,0,12537
2440,1,3,0,64,4,155,0,24,5,20,45,23,20,4145
2441,3,4,3,48,4,90,0,15,3,9,10,10,40,4049
2442,0,3,0,73,4,720,1,9,5,22,40,10,40,5192
2443,1,0,2,18,4,170,0,9,5,21,5,23,55,6121
2444,1,2,1,104,4,925,1,24,6,3,50,19,15,8669
2445,5,2,1,104,4,795,1,18,5,6,0,19,15,8476
2446,7,4,3,48,3,90,0,21,6,5,45,7,15,2647
2447,4,2,1,104,4,1325,1,6,6,20,55,19,0,14714
2448,1,2,1,103,4,705,1,6,3,20,30,8,15,10566
2449,4,2,1,104,1,450,1,15,6,11,30,19,0,10262
2450,5,2,1,104,4,935,1,21,3,10,0,1,35,8098
2451,5,2,1,104,4,660,1,27,3,10,0,21,0,6883
2452,5,2,1,104,4,555,1,15,6,10,0,19,15,16108
2453,7,3,0,64,3,150,0,18,3,17,15,19,45,4413
2454,4,2,1,122,1,1320,2,1,6,14,35,12,35,10919
2455,3,3,0,64,4,160,0,9,5,21,25,0,5,4804
2456,4,3,0,73,1,870,1,6,6,20,25,10,55,10539
2457,3,0,5,18,4,170,0,9,3,22,20,1,10,4377
2458,1,0,2,18,4,165,0,6,6,6,10,8,55,6961
2459,5,2,1,104,4,480,1,27,5,13,0,21,0,7408
2460,3,0,2,18,4,175,0,9,5,18,55,21,50,4823
2461,3,3,0,64,4,155,0,21,3,14,20,16,55,5198
2462,4,2,1,104,1,1530,1,1,6,17,30,19,0,10262
2463,8,0,2,18,4,155,0,27,4,17,0,19,35,5613
2464,4,2,1,104,1,450,1,12,6,20,55,4,25,10262
2465,3,4,3,48,4,90,0,3,5,9,10,10,40,5755
2466,8,1,4,127,4,135,0,21,5,7,5,9,20,3687
2467,4,4,3,48,4,90,0,3,6,19,35,21,5,5678
2468,5,2,1,104,4,440,1,21,3,18,15,1,35,13542
2469,4,2,1,104,4,1415,1,21,3,19,15,18,50,12347
2470,4,3,0,73,1,575,1,21,5,9,35,19,10,12384
2471,4,2,1,116,4,1375,2,9,4,5,30,4,25,10909
2472,3,0,2,18,4,180,0,3,6,16,55,19,55,4823
2473,3,2,1,104,4,300,1,12,6,16,0,21,0,6069
2474,4,2,1,104,1,1620,1,21,5,16,0,19,0,12898
2475,3,3,0,64,4,155,0,15,6,4,40,7,15,4804
2476,4,3,0,66,1,1220,1,24,3,8,25,4,45,10031
2477,3,2,1,111,4,895,1,9,6,7,35,22,30,6442
2478,1,2,1,116,4,1180,2,21,5,12,0,7,40,9653
2479,8,3,0,73,4,1640,1,9,6,17,0,20,20,8610
2480,4,2,1,104,4,300,1,12,6,14,0,19,0,14714
2481,1,0,5,0,0,1405,1,1,3,0,30,23,55,12599
2482,5,2,1,104,4,845,1,9,5,4,55,19,0,9103
2483,4,2,1,104,1,335,1,21,5,22,50,4,25,12898
2484,7,4,3,48,3,90,0,6,6,5,45,7,15,2647
2485,4,4,3,48,4,85,0,3,3,7,10,8,35,5678
2486,4,2,1,104,1,1040,1,18,5,19,15,12,35,12373
2487,7,3,0,64,4,150,0,27,3,17,15,19,45,3847
2488,4,3,0,73,4,1500,1,21,5,17,0,18,0,14151
2489,4,2,1,104,1,1225,1,6,3,8,0,4,25,13843
2490,4,0,2,18,4,175,0,18,5,15,15,18,10,7229
2491,4,4,3,48,1,85,0,18,6,2,55,4,20,4995
2492,4,2,1,104,1,450,1,6,6,20,55,4,25,10262
2493,4,2,1,116,1,1375,2,9,5,5,30,4,25,13029
2494,4,2,1,104,1,550,1,9,3,19,15,4,25,14053
2495,4,0,5,5,0,885,1,1,3,16,55,7,40,26890
2496,7,3,0,64,3,150,0,1,4,17,10,19,40,3841
2497,1,0,5,33,4,745,1,1,3,10,30,22,55,11003
2498,8,0,2,18,4,170,0,9,4,11,30,14,20,5403
2499,5,2,1,104,4,650,1,3,3,8,0,18,50,15342
2500,1,3,0,74,4,1035,2,12,6,20,30,13,45,12224
2501,3,1,4,127,4,140,0,15,3,19,35,21,55,6297
2502,7,3,0,82,4,330,1,1,5,15,55,21,25,8844
2503,5,2,1,104,4,690,1,1,6,14,0,1,30,13377
2504,2,0,5,18,4,175,0,9,3,20,55,23,50,5706
2505,1,2,1,104,4,640,1,12,6,21,0,7,40,8372
2506,3,2,1,104,4,860,1,27,5,6,40,21,0,6526
2507,3,0,2,18,4,170,0,1,6,16,55,19,45,4823
2508,3,4,3,48,4,90,0,24,6,16,55,18,25,3175
2509,5,2,1,104,4,600,1,6,5,9,0,19,0,10407
2510,3,0,2,18,4,170,0,18,4,4,0,6,50,4423
2511,8,3,0,73,4,1640,1,9,5,17,0,20,20,9555
2512,4,3,0,66,4,1430,1,1,4,16,30,16,20,12681
2513,4,3,0,66,4,875,1,6,6,14,5,4,40,13059
2514,4,3,0,66,1,1055,1,9,5,16,30,10,5,8586
2515,2,0,2,18,4,165,0,6,4,20,55,23,40,3419
2516,7,3,0,64,4,150,0,3,6,17,10,19,40,3873
2517,1,3,0,73,4,625,1,6,6,10,0,20,25,10203
2518,4,2,1,116,1,535,2,27,5,19,30,4,25,13029
2519,4,3,0,66,1,365,1,15,5,16,30,22,35,10844
2520,4,3,0,66,1,795,1,24,3,18,55,8,10,11134
2521,8,3,0,73,4,1350,1,12,6,20,20,18,50,8610
2522,3,3,0,64,4,155,0,15,4,20,20,22,55,4174
2523,4,0,5,5,1,1530,1,9,3,8,0,9,30,11087
2524,7,0,2,18,4,175,0,18,6,21,10,0,5,3971
2525,4,2,1,104,4,715,1,9,4,7,5,19,0,17531
2526,7,0,2,18,3,160,0,6,6,5,55,8,35,3573
2527,1,3,0,66,4,1350,1,1,5,9,25,7,55,8366
2528,1,3,0,64,4,150,0,3,3,14,15,16,45,13885
2529,5,2,1,115,4,460,2,9,6,17,50,1,30,18485
2530,0,3,0,64,4,150,0,27,4,19,55,22,25,4409
2531,8,3,0,73,4,1625,1,1,5,20,20,23,25,8085
2532,5,2,1,104,4,480,1,6,6,17,30,1,30,13377
2533,1,2,1,126,4,1100,2,21,5,13,20,7,40,13538
2534,5,2,1,104,4,395,1,6,3,19,0,1,35,15147
2535,4,0,2,18,1,175,0,27,5,11,10,14,5,4030
2536,5,2,1,104,4,675,1,6,6,8,0,19,15,14848
2537,4,0,5,5,4,565,1,18,3,22,50,8,15,13555
2538,1,2,1,112,4,1580,2,18,5,7,5,9,25,10975
2539,4,2,1,116,1,1615,2,21,5,9,40,12,35,13029
2540,4,3,0,66,1,1495,1,12,5,8,25,9,20,9663
2541,4,4,3,48,1,90,0,1,6,10,20,11,50,4050
2542,4,2,1,104,4,655,1,3,6,17,30,4,25,14714
2543,1,0,5,34,4,655,2,1,3,10,30,21,25,11213
2544,4,0,2,18,1,165,0,9,4,6,0,8,45,4544
2545,7,3,0,64,4,145,0,15,6,9,0,11,25,3873
2546,5,2,1,104,4,480,1,9,4,13,0,21,0,12537
2547,4,3,0,73,4,575,1,6,5,9,35,19,10,13067
2549,1,0,5,5,4,330,1,15,3,6,45,12,15,8714
2550,4,2,1,122,4,1320,2,3,6,14,35,12,35,13376
2551,7,1,4,127,4,135,0,27,6,8,20,10,35,3597
2552,5,2,1,104,4,760,1,18,5,12,50,1,30,7670
2553,1,3,0,78,4,2245,2,24,3,9,50,23,15,14410
2554,1,2,1,121,4,1420,1,15,5,9,45,9,25,7480
2555,4,3,0,66,4,1335,1,9,5,20,0,18,15,13584
2556,4,0,5,5,0,1050,1,1,3,16,55,10,25,25735
2557,4,0,2,18,1,180,0,1,4,17,45,20,45,4544
2558,5,2,1,104,4,600,1,21,5,9,15,19,15,8099
2559,4,3,0,66,1,730,1,15,5,16,30,4,40,10844
2560,4,2,1,104,4,550,1,21,3,19,15,4,25,12557
2561,4,2,1,106,4,195,0,9,5,11,0,14,15,9564
2562,4,0,5,5,4,725,1,12,3,21,25,9,30,13817
2563,4,3,0,73,1,575,1,18,5,9,35,19,10,12384
2564,5,2,1,104,4,860,1,21,5,4,55,19,15,7575
2565,1,3,0,78,4,1155,2,6,5,16,45,12,0,14120
2566,5,2,1,111,4,915,1,9,3,7,5,22,20,6916
2567,5,2,1,111,4,920,1,27,5,7,10,22,30,7878
2568,4,0,5,5,1,1290,1,18,3,22,50,20,20,11087
2569,3,3,0,64,4,150,0,27,4,14,25,16,55,4804
2570,7,1,4,127,4,135,0,15,6,9,45,12,0,3597
2571,1,3,0,85,4,2065,2,15,5,5,50,16,15,12723
2572,3,4,3,48,4,95,0,15,5,20,5,21,40,2227
2573,1,2,1,104,4,735,1,24,5,7,0,19,15,9929
2574,4,3,0,66,1,730,1,9,6,21,10,9,20,11841
2575,4,2,1,104,1,1015,1,9,5,11,30,4,25,12373
2576,4,2,1,104,1,1325,1,21,5,20,55,19,0,12898
2577,1,2,1,102,4,1545,2,3,3,5,55,7,40,15113
2578,5,2,1,104,4,440,1,18,5,11,40,19,0,10529
2579,1,2,1,110,4,1115,2,27,3,13,5,7,40,8875
2580,4,3,0,66,1,740,1,15,5,8,25,20,45,10844
2581,1,0,5,18,4,165,0,1,3,6,10,8,55,15676
2582,4,3,0,66,1,910,1,1,4,8,25,23,35,7064
2583,4,3,0,66,1,685,1,9,6,8,25,19,50,10844
2584,4,4,3,45,4,1610,1,6,3,14,0,16,50,19595
2585,4,3,0,66,4,1090,1,1,5,14,5,8,15,13941
2586,3,2,1,111,4,455,1,21,3,8,35,16,10,6790
2587,7,3,0,64,3,145,0,27,4,9,0,11,25,3841
2588,4,0,5,5,1,1280,1,18,3,11,40,9,0,11087
2589,1,2,1,97,4,1410,2,15,5,19,45,19,15,11491
2590,3,0,2,18,4,170,0,9,4,5,30,8,20,3943
2591,4,0,5,5,4,1200,1,1,3,11,40,7,40,22270
2592,8,0,2,18,4,155,0,9,6,17,0,19,35,4878
2593,4,2,1,104,4,335,1,9,6,22,50,4,25,14714
2594,5,2,1,104,4,740,1,24,6,6,40,19,0,10877
2596,4,3,0,66,4,960,1,24,5,20,0,12,0,14571
2597,4,3,0,66,1,1550,1,1,4,18,55,20,45,7064
2598,3,3,0,64,4,155,0,6,3,15,20,17,55,5618
2599,5,2,1,104,4,690,1,15,5,14,0,1,30,13727
2600,8,2,1,106,4,190,0,1,4,14,40,17,50,4851
2601,1,3,0,61,4,760,2,24,3,9,10,21,50,15187
2602,2,0,2,18,4,175,0,15,5,7,45,10,40,3419
2603,3,0,2,18,4,165,0,1,4,6,5,8,50,3943
2604,4,2,1,116,4,1615,2,18,5,9,40,12,35,15129
2605,3,0,2,18,4,170,0,21,6,0,25,3,15,3419
2606,1,2,1,102,4,1395,2,21,5,20,0,19,15,10861
2607,3,2,1,103,4,295,1,21,4,5,10,10,5,7074
2608,1,3,0,67,4,1780,2,6,5,9,25,15,5,11542
2609,3,2,1,111,4,320,1,21,4,6,50,12,10,6968
2610,4,0,2,18,1,180,0,12,6,17,45,20,45,5769
2611,8,3,0,73,4,1580,1,12,6,20,20,22,40,7927
2612,4,3,0,66,4,800,1,12,6,18,55,8,15,13044
2613,4,2,1,97,4,810,2,21,5,23,5,12,35,15129
2614,7,3,0,64,3,145,0,1,5,9,0,11,25,3841
2615,3,3,0,64,4,155,0,24,6,20,20,22,55,4804
2616,7,0,2,18,3,160,0,12,4,5,55,8,35,4319
2617,4,2,1,104,4,1270,1,27,5,21,50,19,0,16079
2618,4,0,5,5,4,375,1,18,3,22,50,5,5,54826
2619,3,2,1,104,4,485,1,9,3,17,30,1,35,12351
2620,4,3,0,73,4,1570,1,6,5,17,0,19,10,13067
2621,4,0,5,5,4,765,1,12,3,18,55,7,40,13817
2622,7,0,2,18,4,175,0,21,5,21,10,0,5,3625
2623,1,4,3,52,4,1775,3,12,3,9,40,15,15,18293
2624,8,0,2,18,4,165,0,1,4,19,30,22,15,5613
2625,1,2,1,103,4,1565,1,6,3,6,10,8,15,11038
2626,3,0,2,18,4,165,0,3,4,6,5,8,50,4077
2627,5,2,1,104,4,780,1,27,3,8,0,21,0,6883
2628,1,0,5,18,4,165,0,3,3,17,0,19,45,19508
2629,1,0,5,5,4,865,1,15,3,8,50,23,15,8714
2630,3,3,0,64,4,155,0,1,5,4,40,7,15,4804
2631,5,2,1,104,4,450,1,3,3,8,0,15,30,15078
2632,7,3,0,64,3,150,0,21,4,17,10,19,40,4807
2633,5,2,1,109,4,565,3,6,3,11,35,21,0,21829
2634,8,0,5,18,4,160,0,24,3,11,30,14,10,5403
2635,4,0,5,5,4,550,1,1,3,7,0,16,10,26890
2636,2,3,0,66,4,495,1,18,5,23,30,7,45,7335
2637,4,2,1,120,1,650,2,27,3,17,35,4,25,9412
2638,4,3,0,66,1,685,1,21,5,8,25,19,50,10844
2639,3,0,2,18,4,175,0,6,6,18,55,21,50,4990
2640,4,2,1,97,4,1760,2,27,5,23,5,4,25,16704
2641,1,2,1,122,4,2240,2,9,4,5,55,19,15,7711
2642,4,2,1,104,1,655,1,3,6,17,30,4,25,10262
2643,5,2,1,104,1,490,1,24,6,12,50,21,0,6007
2644,1,3,0,65,4,1200,2,1,4,9,25,5,25,12219
2645,2,0,2,18,4,165,0,1,5,20,55,23,40,3898
2646,4,3,0,73,4,1745,1,6,5,17,0,22,5,11467
2647,1,3,0,88,4,725,2,18,5,8,20,20,25,12534
2648,4,3,0,66,1,590,1,6,6,8,25,18,15,10844
2649,7,0,5,18,4,170,0,24,3,5,45,8,35,4377
2650,8,1,4,127,4,140,0,9,6,17,45,20,5,11982
2651,7,0,2,18,4,170,0,9,6,9,30,12,20,4423
2652,4,2,1,104,4,550,1,3,3,19,15,4,25,17234
2653,8,3,0,73,4,945,1,1,4,7,10,22,55,8295
2654,4,2,1,116,1,2295,2,6,3,5,30,19,45,15864
2655,2,0,2,18,4,170,0,27,5,11,40,14,30,3398
2656,5,2,1,104,4,750,1,9,6,13,0,1,30,7198
2657,4,0,2,18,4,165,0,6,4,6,0,8,45,7229
2658,4,2,1,116,4,1375,2,12,6,5,30,4,25,13014
2659,1,3,0,90,4,1440,1,9,5,14,35,14,35,6528
2660,4,2,1,113,4,1620,2,12,6,9,35,12,35,13292
2662,1,2,1,102,4,1395,2,15,6,20,0,19,15,11071
2663,7,3,0,64,4,155,0,21,4,6,55,9,30,4174
2664,5,2,1,104,4,890,1,27,3,4,0,18,50,11299
2665,4,2,1,104,1,1010,1,18,5,19,45,12,35,12373
2666,1,0,5,15,4,1645,1,1,3,5,50,9,15,13439
2667,3,3,0,64,4,155,0,1,5,20,20,22,55,4804
2668,1,3,0,68,4,1210,2,12,5,9,25,5,35,11642
2669,3,0,2,18,4,170,0,18,6,0,25,3,15,3419
2670,3,3,0,94,4,335,2,21,5,6,35,12,10,6103
2671,1,3,0,74,4,1100,2,9,5,7,0,1,20,13033
2672,4,0,5,9,1,420,2,18,3,8,55,15,55,11245
2673,4,3,0,66,1,330,1,1,4,6,30,12,0,10056
2674,4,3,0,73,1,1080,1,6,6,20,25,14,25,10539
2675,3,1,4,127,4,140,0,18,3,22,5,0,25,5277
2676,1,3,0,73,4,795,1,21,5,10,0,23,15,11936
2678,8,3,0,73,4,1640,1,6,6,17,0,20,20,8820
2679,4,2,1,104,1,1295,1,9,5,15,0,12,35,12373
2680,4,2,1,104,1,1655,1,1,6,9,0,12,35,10262
2681,4,4,3,48,1,85,0,3,6,7,5,8,30,4995
2682,4,2,1,104,1,1315,1,27,3,21,50,19,45,7438
2683,3,3,0,64,4,170,0,21,3,5,30,8,20,4148
2684,3,1,4,127,4,140,0,27,5,14,45,17,5,3597
2685,0,3,0,73,4,955,1,1,5,7,35,23,30,5192
2686,4,0,5,5,4,740,1,6,3,8,0,20,20,16736
2687,5,2,1,104,4,480,1,1,6,13,0,21,0,7933
2688,1,2,1,104,4,675,1,18,5,8,0,19,15,8879
2689,3,2,1,106,4,195,0,12,5,14,25,17,40,5000
2690,8,3,0,73,4,965,1,6,5,17,0,9,5,8137
2691,1,2,1,105,4,1580,2,9,3,16,55,19,15,22096
2692,7,0,5,18,3,170,0,24,3,5,45,8,35,4273
2693,4,0,5,5,4,365,1,1,3,18,40,0,45,35185
2694,3,3,0,60,4,220,1,15,4,19,35,23,15,4226
2695,4,3,0,66,1,475,1,1,5,8,25,16,20,10844
2696,3,4,3,48,4,90,0,12,6,12,0,13,30,2754
2697,3,3,0,96,4,335,1,6,6,10,30,16,5,6301
2698,1,3,0,67,4,1700,2,18,5,9,25,13,45,13222
2699,4,2,1,104,1,1145,1,21,5,17,30,12,35,12898
2700,1,0,5,5,4,830,1,12,3,6,45,20,35,12127
2701,4,3,0,73,4,1540,1,21,5,20,25,22,5,13067
2702,1,3,0,78,4,1660,2,1,4,16,45,20,25,9920
2703,2,0,2,18,4,175,0,1,4,7,45,10,40,4239
2704,4,2,1,104,4,1270,1,6,6,21,50,19,0,14714
2705,3,3,0,91,4,325,1,6,5,18,5,23,30,6218
2706,3,1,4,127,4,140,0,1,3,5,15,7,35,7295
2707,5,2,1,104,4,460,1,9,6,3,50,11,30,7408
2708,4,3,0,73,1,505,1,9,6,9,35,18,0,13994
2709,3,3,0,64,4,150,0,15,5,14,25,16,55,5224
2710,7,4,3,48,4,80,0,9,3,5,45,7,5,4391
2711,1,3,0,72,4,1165,2,18,5,10,0,5,25,14109
2712,7,0,2,18,3,170,0,27,4,9,30,12,20,4885
2713,4,0,2,18,4,180,0,1,6,8,20,11,20,8016
2714,5,2,1,104,4,395,1,24,6,6,0,12,35,12524
2715,4,2,1,104,1,995,1,27,3,2,15,18,50,6017
2717,7,0,2,18,4,175,0,1,4,21,10,0,5,3625
2718,1,2,1,124,4,2280,3,9,3,5,15,19,15,15586
2719,1,2,1,104,4,675,1,27,3,8,0,19,15,7199
2720,4,2,1,114,4,1325,2,21,3,6,20,4,25,12273
2721,5,2,1,104,4,390,1,6,6,19,0,1,30,7530
2722,4,4,3,48,4,90,0,21,5,19,35,21,5,5678
2723,1,2,1,108,4,1245,2,24,6,10,55,7,40,11753
2724,7,4,3,48,3,90,0,21,5,22,45,0,15,1965
2725,3,2,1,104,4,400,1,21,3,6,40,13,20,10208
2726,3,2,1,104,4,305,1,21,5,20,25,1,30,5054
2727,3,2,1,104,4,425,1,3,3,8,25,15,30,14871
2728,4,2,1,104,1,715,1,18,5,7,5,19,0,12373
2729,7,4,3,48,4,90,0,15,6,22,45,0,15,2017
2730,4,3,0,66,1,890,1,24,3,13,55,4,45,10661
2731,5,2,1,104,4,520,1,9,5,10,20,19,0,9794
2732,4,3,0,73,4,1630,1,9,5,20,25,23,35,13067
2733,7,1,4,127,4,140,0,3,3,17,45,20,5,7298
2734,3,0,5,18,4,175,0,3,3,10,5,13,0,7648
2735,1,3,0,61,4,590,2,12,5,12,0,21,50,10676
2736,1,0,2,18,4,165,0,3,6,10,0,12,45,6961
2737,3,2,1,104,4,845,1,15,5,11,25,1,30,6979
2738,5,2,1,104,4,720,1,27,5,9,0,21,0,13587
2739,4,3,0,66,1,570,1,24,5,14,5,23,35,10844
2740,3,0,2,18,4,170,0,12,5,10,10,13,0,3943
2741,3,2,1,104,4,705,1,12,6,9,15,21,0,6838
2742,4,2,1,104,1,360,1,15,4,13,0,19,0,6542
2743,4,2,1,104,1,715,1,21,5,7,5,19,0,12239
2744,4,3,0,66,4,730,1,12,5,16,30,4,40,14388
2745,3,3,0,64,4,170,0,12,3,5,30,8,20,4148
2746,5,2,1,113,4,625,2,18,5,15,5,1,30,16840
2747,5,2,1,111,4,765,1,3,6,9,45,22,30,9646
2748,4,3,0,66,4,1265,1,9,6,21,10,18,15,14571
2749,3,2,1,104,4,570,1,15,5,16,0,1,30,7923
2750,4,3,0,66,1,520,1,12,5,20,0,4,40,8586
2751,5,2,1,111,4,555,1,3,6,13,15,22,30,9646
2752,4,3,0,66,4,1315,1,18,5,14,5,12,0,14388
2753,4,3,0,66,4,1430,1,12,6,16,30,16,20,13044
2754,5,2,1,104,4,540,1,21,5,10,0,19,0,10197
2755,4,2,1,104,4,1395,1,1,6,19,45,19,0,14714
2756,1,2,1,104,4,555,1,1,6,10,0,19,15,9929
2757,4,2,1,104,1,335,1,21,3,22,50,4,25,6017
2758,7,1,4,127,4,135,0,27,6,9,45,12,0,3597
2759,1,2,1,103,4,570,1,21,3,13,30,23,0,5704
2760,4,2,1,104,4,520,1,3,6,19,45,4,25,14714
2761,1,0,2,18,4,165,0,12,5,10,0,12,45,5228
2762,4,3,0,73,4,1520,1,1,4,9,35,10,55,11467
2763,8,0,2,18,4,170,0,6,6,9,45,12,35,4668
2764,3,0,2,18,4,180,0,18,4,21,15,0,15,4591
2765,3,0,2,18,4,180,0,12,5,21,15,0,15,3943
2766,1,0,2,18,4,165,0,21,4,10,0,12,45,5228
2767,4,2,1,104,4,995,1,27,3,2,15,18,50,12242
2768,1,2,1,112,4,1580,2,9,6,7,5,9,25,11185
2769,3,2,1,104,4,975,1,9,4,9,15,1,30,6573
2770,4,3,0,66,4,365,1,15,5,16,30,22,35,14781
2771,1,3,0,78,4,970,2,12,6,16,45,8,55,14960
2772,3,1,4,127,4,145,0,15,5,11,35,14,0,4332
2773,0,0,5,18,4,170,0,3,3,5,50,8,40,7652
2774,4,3,0,73,4,690,1,24,5,9,35,21,5,14151
2775,7,0,2,18,3,170,0,12,6,9,30,12,20,4319
2776,4,2,1,97,4,1420,2,21,3,19,10,18,50,10929
2777,1,3,0,76,4,1620,2,24,3,7,0,10,0,11491
2778,3,2,1,106,4,195,0,18,4,14,20,17,35,6015
2779,4,3,0,73,4,690,1,12,6,9,35,21,5,12692
2780,0,3,0,64,4,150,0,9,3,22,50,1,20,4384
2781,3,0,2,18,4,165,0,3,6,6,5,8,50,3943
2782,4,2,1,104,1,600,1,18,5,9,0,19,0,12373
2783,4,0,5,5,4,315,1,6,3,8,0,13,15,19225
2784,4,2,1,104,1,1385,1,9,3,19,45,18,50,14053
2785,1,0,2,18,4,170,0,12,4,13,20,16,10,5911
2786,5,2,1,104,4,740,1,9,6,6,40,19,0,10877
2787,4,3,0,66,1,585,1,6,6,18,55,4,40,7757
2788,3,2,1,111,4,515,1,21,3,7,35,16,10,6558
2789,3,3,0,64,4,165,0,21,4,9,35,12,20,4804
2790,4,4,3,48,4,90,0,18,3,15,50,17,20,5678
2791,4,2,1,104,1,1105,1,9,5,10,0,4,25,12373
2792,4,0,2,18,1,165,0,6,5,6,0,8,45,5198
2793,3,3,0,64,4,150,0,1,6,14,25,16,55,6064
2794,4,2,1,104,4,395,1,9,3,21,50,4,25,15029
2795,4,2,1,116,4,810,2,9,4,5,30,19,0,10909
2796,5,2,1,104,4,665,1,9,3,8,40,19,45,18492
2797,4,2,1,104,1,1570,1,24,6,2,15,4,25,10262
2798,4,3,0,77,4,345,1,18,5,11,50,17,35,8781
2799,3,2,1,111,4,455,1,27,5,8,35,16,10,6442
2800,4,4,3,45,4,405,1,12,3,9,50,16,35,20120
2801,8,0,2,18,4,165,0,27,5,19,30,22,15,4878
2802,4,0,5,5,4,760,1,6,3,5,45,18,25,16736
2803,7,3,0,82,4,435,1,24,5,11,15,18,30,9630
2804,8,3,0,73,4,700,1,9,5,7,10,18,50,8610
2805,8,1,4,127,4,135,0,27,6,7,5,9,20,3687
2806,8,3,0,73,4,765,1,15,5,20,20,9,5,8452
2807,3,0,2,18,4,170,0,18,5,10,30,13,20,3943
2808,3,4,3,48,4,85,0,15,3,6,20,7,45,3342
2809,4,3,0,73,4,1080,1,12,5,20,25,14,25,13067
2810,8,0,2,18,4,165,0,6,5,19,30,22,15,4878
2811,4,3,0,66,4,775,1,9,5,21,10,10,5,14388
2812,4,2,1,97,4,900,2,27,5,13,25,4,25,16704
2813,1,4,3,48,4,75,0,21,5,19,30,20,45,3100
2814,1,0,5,7,4,1480,3,12,3,17,25,18,5,13387
2815,3,4,3,48,4,90,0,9,6,9,10,10,40,4049
2816,4,2,1,116,1,810,2,18,5,5,30,19,0,13029
2817,7,0,2,18,3,175,0,9,4,21,10,0,5,3919
2818,3,1,4,127,4,145,0,3,5,5,15,7,40,3850
2819,1,2,1,112,4,1210,2,24,6,13,15,9,25,8839
2820,4,3,0,66,1,730,1,1,4,16,30,4,40,7064
2821,4,3,0,66,4,735,1,12,5,20,0,8,15,13941
2822,1,3,0,75,4,1470,3,24,5,10,0,10,30,13007
2823,4,3,0,66,4,510,1,18,5,14,5,22,35,14781
